#Format 0
#Firmware 0.2.3-0_2023-09-13T15:54:09Z
#Logger Serial Number: 10001
#CO2 Sensor Serial Numbers: 0 65776F073B89; 1 6B0467073BD4; 2 66E467073B2E; 3 A3E467073B96; 4 5CE467073BD1; 5 94E467073B57
sec_of_file, CO2_ppm_0, temp_0, RH_0, CO2_ppm_1, temp_1, RH_1, CO2_ppm_2, temp_2, RH_2, CO2_ppm_3, temp_3, RH_3, CO2_ppm_4, temp_4, RH_4, CO2_ppm_5, temp_5, RH_5, year, month, date, hour, min, sec, lat, lon, HDOP, satellites, batt_voltage
21830.27,734,0.42,100.00,991,1.83,100.00,615,0.29,100.00,1016,1.59,100.00,632,0.83,100.00,778,1.51,100.00,2024,2,20,22,13,53,,,,,12.20,
21835.27,735,0.41,100.00,990,1.85,100.00,615,0.30,100.00,1016,1.59,100.00,632,0.87,100.00,779,1.50,100.00,2024,2,20,22,13,58,,,,,12.17,
21840.27,735,0.39,100.00,991,1.84,100.00,615,0.30,100.00,1016,1.59,100.00,632,0.85,100.00,779,1.50,100.00,2024,2,20,22,14,3,,,,,12.37,
21845.27,735,0.43,100.00,992,1.84,100.00,616,0.29,100.00,1015,1.61,100.00,632,0.84,100.00,779,1.49,100.00,2024,2,20,22,14,8,,,,,12.23,
21850.27,736,0.43,100.00,992,1.84,100.00,616,0.30,100.00,1015,1.60,100.00,632,0.85,100.00,779,1.51,100.00,2024,2,20,22,14,13,,,,,12.24,
21855.27,736,0.42,100.00,993,1.85,100.00,616,0.29,100.00,1015,1.59,100.00,632,0.87,100.00,779,1.49,100.00,2024,2,20,22,14,18,,,,,12.17,
21860.27,735,0.42,100.00,993,1.85,100.00,617,0.30,100.00,1017,1.60,100.00,631,0.85,100.00,780,1.51,100.00,2024,2,20,22,14,23,,,,,12.20,
21865.27,735,0.42,100.00,994,1.84,100.00,617,0.28,100.00,1017,1.59,100.00,631,0.85,100.00,779,1.48,100.00,2024,2,20,22,14,28,,,,,12.55,
21870.27,735,0.42,100.00,994,1.86,100.00,617,0.30,100.00,1017,1.59,100.00,631,0.87,100.00,779,1.50,100.00,2024,2,20,22,14,33,,,,,12.22,
21875.27,736,0.41,100.00,995,1.85,100.00,617,0.30,100.00,1018,1.58,100.00,631,0.84,100.00,779,1.51,100.00,2024,2,20,22,14,38,,,,,12.31,
21880.27,735,0.42,100.00,996,1.85,100.00,618,0.31,100.00,1019,1.60,100.00,631,0.85,100.00,779,1.51,100.00,2024,2,20,22,14,43,,,,,12.25,
21885.27,736,0.41,100.00,995,1.85,100.00,618,0.30,100.00,1019,1.60,100.00,630,0.83,100.00,780,1.49,100.00,2024,2,20,22,14,48,,,,,12.46,
21890.27,735,0.41,100.00,995,1.84,100.00,618,0.31,100.00,1019,1.59,100.00,630,0.85,100.00,780,1.51,100.00,2024,2,20,22,14,53,,,,,12.22,
21895.27,735,0.39,100.00,995,1.82,100.00,618,0.29,100.00,1020,1.60,100.00,630,0.84,100.00,780,1.51,100.00,2024,2,20,22,14,58,,,,,12.41,
21900.27,736,0.42,100.00,995,1.84,100.00,618,0.29,100.00,1020,1.60,100.00,630,0.84,100.00,780,1.50,100.00,2024,2,20,22,15,3,,,,,12.32,
21905.27,736,0.42,100.00,995,1.84,100.00,618,0.30,100.00,1020,1.60,100.00,630,0.83,100.00,780,1.49,100.00,2024,2,20,22,15,8,,,,,12.57,
21910.27,736,0.42,100.00,996,1.85,100.00,618,0.28,100.00,1019,1.59,100.00,630,0.84,100.00,780,1.50,100.00,2024,2,20,22,15,13,,,,,12.20,
21915.27,736,0.45,100.00,996,1.87,100.00,618,0.30,100.00,1020,1.61,100.00,630,0.87,100.00,780,1.51,100.00,2024,2,20,22,15,18,,,,,12.46,
21920.27,736,0.42,100.00,996,1.85,100.00,618,0.29,100.00,1020,1.61,100.00,630,0.85,100.00,780,1.50,100.00,2024,2,20,22,15,23,,,,,12.27,
21925.27,737,0.42,100.00,996,1.85,100.00,618,0.30,100.00,1021,1.59,100.00,630,0.84,100.00,780,1.52,100.00,2024,2,20,22,15,28,,,,,12.28,
21930.27,737,0.39,100.00,996,1.84,100.00,618,0.30,100.00,1021,1.60,100.00,629,0.84,100.00,780,1.52,100.00,2024,2,20,22,15,33,,,,,12.50,
21935.27,737,0.44,100.00,996,1.83,100.00,618,0.31,100.00,1020,1.60,100.00,630,0.84,100.00,780,1.49,100.00,2024,2,20,22,15,38,,,,,12.60,
21940.27,737,0.42,100.00,997,1.85,100.00,618,0.29,100.00,1020,1.59,100.00,630,0.85,100.00,780,1.53,100.00,2024,2,20,22,15,43,,,,,12.31,
21945.27,738,0.44,100.00,997,1.86,100.00,618,0.31,100.00,1019,1.58,100.00,631,0.84,100.00,781,1.50,100.00,2024,2,20,22,15,48,,,,,12.45,
21950.27,737,0.41,100.00,997,1.84,100.00,618,0.31,100.00,1019,1.58,100.00,631,0.85,100.00,781,1.51,100.00,2024,2,20,22,15,53,,,,,12.51,
21955.27,737,0.41,100.00,996,1.86,100.00,618,0.28,100.00,1018,1.59,100.00,632,0.84,100.00,781,1.51,100.00,2024,2,20,22,15,58,,,,,12.56,
21960.27,738,0.43,100.00,997,1.85,100.00,617,0.29,100.00,1019,1.60,100.00,632,0.83,100.00,780,1.51,100.00,2024,2,20,22,16,3,,,,,12.41,
21965.27,737,0.38,100.00,998,1.86,100.00,617,0.28,100.00,1018,1.59,100.00,632,0.85,100.00,781,1.52,100.00,2024,2,20,22,16,8,,,,,12.41,
21970.27,737,0.43,100.00,998,1.84,100.00,617,0.30,100.00,1018,1.60,100.00,632,0.86,100.00,781,1.51,100.00,2024,2,20,22,16,13,,,,,12.56,
21975.27,737,0.42,100.00,998,1.85,100.00,618,0.32,100.00,1019,1.59,100.00,632,0.85,100.00,781,1.51,100.00,2024,2,20,22,16,18,,,,,12.25,
21980.27,737,0.41,100.00,998,1.84,100.00,618,0.30,100.00,1018,1.60,100.00,632,0.85,100.00,781,1.51,100.00,2024,2,20,22,16,23,,,,,12.51,
21985.27,737,0.43,100.00,999,1.84,100.00,618,0.30,100.00,1019,1.60,100.00,631,0.84,100.00,781,1.49,100.00,2024,2,20,22,16,28,,,,,12.26,
21990.27,737,0.42,100.00,999,1.85,100.00,618,0.30,100.00,1019,1.59,100.00,632,0.86,100.00,781,1.51,100.00,2024,2,20,22,16,33,,,,,12.32,
21995.27,737,0.41,100.00,1000,1.83,100.00,618,0.29,100.00,1018,1.59,100.00,632,0.84,100.00,781,1.50,100.00,2024,2,20,22,16,38,,,,,12.32,
22000.27,738,0.42,100.00,999,1.85,100.00,618,0.29,100.00,1019,1.59,100.00,632,0.85,100.00,781,1.50,100.00,2024,2,20,22,16,43,,,,,12.56,
22005.27,738,0.41,100.00,999,1.84,100.00,618,0.30,100.00,1019,1.59,100.00,631,0.84,100.00,782,1.52,100.00,2024,2,20,22,16,48,,,,,12.19,
22010.27,738,0.42,100.00,999,1.86,100.00,618,0.30,100.00,1019,1.61,100.00,631,0.85,100.00,781,1.49,100.00,2024,2,20,22,16,53,,,,,12.25,
22015.27,737,0.41,100.00,999,1.85,100.00,618,0.30,100.00,1020,1.60,100.00,631,0.85,100.00,781,1.51,100.00,2024,2,20,22,16,58,,,,,12.14,
22020.27,737,0.43,100.00,999,1.85,100.00,618,0.29,100.00,1019,1.60,100.00,631,0.84,100.00,781,1.50,100.00,2024,2,20,22,17,3,,,,,12.28,
22025.27,737,0.42,100.00,999,1.85,100.00,618,0.29,100.00,1020,1.60,100.00,631,0.84,100.00,781,1.50,100.00,2024,2,20,22,17,8,,,,,12.52,
22030.27,738,0.42,100.00,999,1.84,100.00,618,0.32,100.00,1020,1.58,100.00,632,0.83,100.00,781,1.50,100.00,2024,2,20,22,17,13,,,,,12.46,
22035.27,737,0.41,100.00,997,1.86,100.00,618,0.30,100.00,1020,1.58,100.00,632,0.84,100.00,781,1.52,100.00,2024,2,20,22,17,18,,,,,12.60,
22040.27,736,0.40,100.00,997,1.83,100.00,618,0.29,100.00,1021,1.59,100.00,631,0.84,100.00,781,1.50,100.00,2024,2,20,22,17,23,,,,,12.21,
22045.27,736,0.41,100.00,997,1.84,100.00,619,0.29,100.00,1020,1.60,100.00,631,0.85,100.00,781,1.52,100.00,2024,2,20,22,17,28,,,,,12.53,
22050.27,736,0.42,100.00,997,1.86,100.00,618,0.31,100.00,1020,1.60,100.00,631,0.84,100.00,781,1.48,100.00,2024,2,20,22,17,33,,,,,12.47,
22055.27,737,0.41,100.00,997,1.84,100.00,618,0.31,100.00,1021,1.57,100.00,631,0.86,100.00,781,1.50,100.00,2024,2,20,22,17,38,,,,,12.20,
22060.27,737,0.40,100.00,997,1.86,100.00,619,0.29,100.00,1021,1.60,100.00,631,0.82,100.00,781,1.52,100.00,2024,2,20,22,17,43,,,,,12.21,
22065.27,738,0.43,100.00,997,1.86,100.00,619,0.31,100.00,1020,1.59,100.00,630,0.84,100.00,781,1.50,100.00,2024,2,20,22,17,48,,,,,12.49,
22070.27,737,0.44,100.00,997,1.85,100.00,619,0.30,100.00,1020,1.62,100.00,630,0.84,100.00,781,1.51,100.00,2024,2,20,22,17,53,,,,,12.63,
22075.26,737,0.41,100.00,997,1.82,100.00,620,0.30,100.00,1020,1.60,100.00,630,0.85,100.00,781,1.51,100.00,2024,2,20,22,17,58,,,,,12.40,
22080.27,736,0.42,100.00,997,1.85,100.00,620,0.30,100.00,1020,1.57,100.00,631,0.86,100.00,781,1.50,100.00,2024,2,20,22,18,3,,,,,12.60,
22085.27,736,0.42,100.00,997,1.83,100.00,620,0.29,100.00,1019,1.59,100.00,631,0.85,100.00,780,1.49,100.00,2024,2,20,22,18,8,,,,,12.55,
22090.27,736,0.42,100.00,998,1.85,100.00,620,0.31,100.00,1020,1.58,100.00,631,0.83,100.00,781,1.50,100.00,2024,2,20,22,18,13,,,,,12.44,
22095.27,736,0.41,100.00,997,1.84,100.00,621,0.31,100.00,1020,1.60,100.00,632,0.84,100.00,781,1.49,100.00,2024,2,20,22,18,18,,,,,12.56,
22100.27,736,0.42,100.00,996,1.86,100.00,621,0.31,100.00,1019,1.59,100.00,631,0.84,100.00,781,1.51,100.00,2024,2,20,22,18,23,,,,,12.36,
22105.27,736,0.42,100.00,995,1.86,100.00,621,0.29,100.00,1019,1.59,100.00,631,0.84,100.00,781,1.50,100.00,2024,2,20,22,18,28,,,,,12.40,
22110.27,735,0.42,100.00,994,1.86,100.00,621,0.29,100.00,1020,1.58,100.00,631,0.87,100.00,781,1.51,100.00,2024,2,20,22,18,33,,,,,12.48,
22115.27,735,0.42,100.00,994,1.83,100.00,621,0.32,100.00,1019,1.60,100.00,632,0.84,100.00,781,1.51,100.00,2024,2,20,22,18,38,,,,,12.45,
22120.27,735,0.41,100.00,994,1.87,100.00,622,0.30,100.00,1020,1.57,100.00,631,0.86,100.00,781,1.50,100.00,2024,2,20,22,18,43,,,,,12.46,
22125.27,735,0.42,100.00,993,1.85,100.00,622,0.31,100.00,1020,1.60,100.00,632,0.83,100.00,781,1.50,100.00,2024,2,20,22,18,48,,,,,12.24,
22130.27,735,0.42,100.00,993,1.86,100.00,622,0.27,100.00,1021,1.57,100.00,632,0.86,100.00,781,1.48,100.00,2024,2,20,22,18,53,,,,,12.33,
22135.27,735,0.40,100.00,993,1.85,100.00,622,0.29,100.00,1020,1.59,100.00,632,0.83,100.00,782,1.49,100.00,2024,2,20,22,18,58,,,,,12.32,
22140.27,734,0.42,100.00,994,1.86,100.00,622,0.29,100.00,1019,1.60,100.00,631,0.86,100.00,782,1.52,100.00,2024,2,20,22,19,3,,,,,12.57,
22145.27,735,0.42,100.00,992,1.85,100.00,622,0.32,100.00,1018,1.61,100.00,631,0.85,100.00,783,1.48,100.00,2024,2,20,22,19,8,,,,,12.60,
22150.26,735,0.43,100.00,993,1.84,100.00,621,0.32,100.00,1019,1.59,100.00,631,0.83,100.00,782,1.50,100.00,2024,2,20,22,19,13,,,,,12.60,
22155.27,735,0.43,100.00,993,1.84,100.00,621,0.30,100.00,1018,1.60,100.00,631,0.85,100.00,783,1.50,100.00,2024,2,20,22,19,18,,,,,12.48,
22160.27,734,0.40,100.00,993,1.85,100.00,622,0.32,100.00,1019,1.60,100.00,631,0.81,100.00,783,1.51,100.00,2024,2,20,22,19,23,,,,,12.46,
22165.27,733,0.41,100.00,992,1.85,100.00,622,0.29,100.00,1019,1.60,100.00,631,0.86,100.00,783,1.51,100.00,2024,2,20,22,19,28,,,,,12.20,
22170.27,734,0.43,100.00,992,1.84,100.00,622,0.29,100.00,1019,1.62,100.00,631,0.85,100.00,784,1.51,100.00,2024,2,20,22,19,33,,,,,12.11,
22175.27,734,0.42,100.00,992,1.85,100.00,623,0.29,100.00,1019,1.60,100.00,631,0.85,100.00,784,1.50,100.00,2024,2,20,22,19,38,,,,,12.44,
22180.27,734,0.42,100.00,992,1.84,100.00,623,0.29,100.00,1019,1.59,100.00,631,0.85,100.00,784,1.51,100.00,2024,2,20,22,19,43,,,,,12.27,
22185.27,734,0.42,100.00,992,1.86,100.00,623,0.30,100.00,1019,1.60,100.00,631,0.84,100.00,783,1.49,100.00,2024,2,20,22,19,48,,,,,12.49,
22190.27,736,0.40,100.00,992,1.85,100.00,624,0.27,100.00,1018,1.60,100.00,632,0.83,100.00,784,1.50,100.00,2024,2,20,22,19,53,,,,,12.60,
22195.27,735,0.41,100.00,992,1.83,100.00,624,0.30,100.00,1018,1.61,100.00,631,0.84,100.00,785,1.51,100.00,2024,2,20,22,19,58,,,,,12.49,
22200.27,735,0.42,100.00,993,1.85,100.00,624,0.31,100.00,1019,1.61,100.00,631,0.83,100.00,785,1.51,100.00,2024,2,20,22,20,3,,,,,12.38,
22205.27,737,0.39,100.00,993,1.87,100.00,624,0.30,100.00,1019,1.59,100.00,631,0.86,100.00,785,1.50,100.00,2024,2,20,22,20,8,,,,,12.39,
22210.27,737,0.39,100.00,993,1.85,100.00,624,0.31,100.00,1019,1.58,100.00,631,0.83,100.00,784,1.51,100.00,2024,2,20,22,20,13,,,,,12.57,
22215.27,739,0.39,100.00,992,1.83,100.00,625,0.29,100.00,1019,1.58,100.00,631,0.82,100.00,784,1.50,100.00,2024,2,20,22,20,18,,,,,12.31,
22220.27,740,0.41,100.00,992,1.87,100.00,625,0.30,100.00,1018,1.60,100.00,630,0.85,100.00,784,1.50,100.00,2024,2,20,22,20,23,,,,,12.29,
22225.27,740,0.38,100.00,992,1.87,100.00,625,0.30,100.00,1019,1.59,100.00,630,0.84,100.00,784,1.51,100.00,2024,2,20,22,20,28,,,,,12.19,
22230.27,740,0.42,100.00,992,1.85,100.00,625,0.31,100.00,1019,1.60,100.00,631,0.82,100.00,784,1.51,100.00,2024,2,20,22,20,33,,,,,12.57,
22235.27,740,0.41,100.00,992,1.84,100.00,624,0.31,100.00,1019,1.60,100.00,631,0.85,100.00,785,1.50,100.00,2024,2,20,22,20,38,,,,,12.33,
22240.27,739,0.42,100.00,993,1.85,100.00,624,0.31,100.00,1018,1.59,100.00,631,0.86,100.00,785,1.51,100.00,2024,2,20,22,20,43,,,,,12.44,
22245.27,739,0.39,100.00,993,1.82,100.00,624,0.31,100.00,1018,1.59,100.00,631,0.85,100.00,784,1.51,100.00,2024,2,20,22,20,48,,,,,12.33,
22250.27,739,0.41,100.00,993,1.85,100.00,624,0.31,100.00,1019,1.59,100.00,631,0.84,100.00,784,1.52,100.00,2024,2,20,22,20,53,,,,,12.32,
22255.27,739,0.41,100.00,993,1.84,100.00,624,0.30,100.00,1020,1.59,100.00,631,0.82,100.00,784,1.50,100.00,2024,2,20,22,20,58,,,,,12.55,
22260.27,739,0.39,100.00,993,1.85,100.00,624,0.31,100.00,1019,1.58,100.00,631,0.85,100.00,784,1.48,100.00,2024,2,20,22,21,3,,,,,12.20,
22265.27,739,0.43,100.00,993,1.84,100.00,624,0.31,100.00,1019,1.59,100.00,630,0.84,100.00,783,1.50,100.00,2024,2,20,22,21,8,,,,,12.57,
22270.27,738,0.41,100.00,992,1.85,100.00,625,0.30,100.00,1018,1.61,100.00,630,0.86,100.00,783,1.51,100.00,2024,2,20,22,21,13,,,,,12.57,
22275.27,738,0.43,100.00,993,1.84,100.00,624,0.30,100.00,1018,1.60,100.00,630,0.84,100.00,784,1.48,100.00,2024,2,20,22,21,18,,,,,12.25,
22280.27,738,0.42,100.00,994,1.86,100.00,625,0.30,100.00,1018,1.59,100.00,629,0.85,100.00,783,1.48,100.00,2024,2,20,22,21,23,,,,,12.41,
22285.27,738,0.41,100.00,994,1.86,100.00,625,0.30,100.00,1019,1.59,100.00,629,0.83,100.00,783,1.51,100.00,2024,2,20,22,21,28,,,,,12.34,
22290.27,738,0.42,100.00,995,1.84,100.00,625,0.30,100.00,1018,1.60,100.00,629,0.83,100.00,783,1.50,100.00,2024,2,20,22,21,33,,,,,12.23,
22295.27,737,0.41,100.00,993,1.86,100.00,625,0.30,100.00,1018,1.59,100.00,629,0.85,100.00,783,1.51,100.00,2024,2,20,22,21,38,,,,,12.37,
22300.27,737,0.41,100.00,993,1.87,100.00,625,0.30,100.00,1018,1.60,100.00,630,0.84,100.00,784,1.50,100.00,2024,2,20,22,21,43,,,,,12.24,
22305.27,737,0.41,100.00,993,1.85,100.00,625,0.30,100.00,1018,1.59,100.00,630,0.86,100.00,784,1.51,100.00,2024,2,20,22,21,48,,,,,12.12,
22310.27,737,0.42,100.00,994,1.86,100.00,625,0.31,100.00,1017,1.59,100.00,629,0.85,100.00,784,1.52,100.00,2024,2,20,22,21,53,,,,,12.35,
22315.27,736,0.42,100.00,994,1.85,100.00,625,0.29,100.00,1016,1.60,100.00,629,0.84,100.00,784,1.48,100.00,2024,2,20,22,21,58,,,,,12.50,
22320.27,736,0.42,100.00,995,1.85,100.00,625,0.30,100.00,1016,1.58,100.00,629,0.85,100.00,784,1.51,100.00,2024,2,20,22,22,3,,,,,12.17,
22325.27,736,0.41,100.00,995,1.87,100.00,626,0.29,100.00,1017,1.58,100.00,629,0.84,100.00,784,1.51,100.00,2024,2,20,22,22,8,,,,,12.32,
22330.27,736,0.44,100.00,995,1.85,100.00,625,0.30,100.00,1017,1.58,100.00,628,0.85,100.00,784,1.50,100.00,2024,2,20,22,22,13,,,,,12.25,
22335.27,737,0.42,100.00,995,1.84,100.00,625,0.29,100.00,1018,1.59,100.00,629,0.82,100.00,785,1.50,100.00,2024,2,20,22,22,18,,,,,12.53,
22340.27,737,0.41,100.00,995,1.84,100.00,625,0.30,100.00,1019,1.58,100.00,628,0.84,100.00,785,1.51,100.00,2024,2,20,22,22,23,,,,,12.38,
22345.27,737,0.41,100.00,995,1.87,100.00,625,0.29,100.00,1018,1.58,100.00,627,0.88,100.00,785,1.49,100.00,2024,2,20,22,22,29,,,,,12.56,
22350.27,737,0.41,100.00,995,1.86,100.00,624,0.29,100.00,1016,1.59,100.00,627,0.83,100.00,785,1.50,100.00,2024,2,20,22,22,34,,,,,12.53,
22355.27,737,0.41,100.00,995,1.86,100.00,625,0.29,100.00,1017,1.59,100.00,628,0.85,100.00,785,1.50,100.00,2024,2,20,22,22,39,,,,,12.46,
22360.27,737,0.41,100.00,996,1.85,100.00,625,0.31,100.00,1017,1.59,100.00,627,0.88,100.00,785,1.50,100.00,2024,2,20,22,22,44,,,,,12.44,
22365.27,737,0.41,100.00,996,1.84,100.00,626,0.30,100.00,1017,1.56,100.00,627,0.87,100.00,786,1.50,100.00,2024,2,20,22,22,49,,,,,12.23,
22370.27,737,0.43,100.00,996,1.86,100.00,626,0.30,100.00,1018,1.59,100.00,626,0.84,100.00,786,1.51,100.00,2024,2,20,22,22,54,,,,,12.58,
22375.27,736,0.41,100.00,996,1.85,100.00,627,0.30,100.00,1018,1.57,100.00,626,0.86,100.00,785,1.50,100.00,2024,2,20,22,22,59,,,,,12.26,
22380.27,736,0.41,100.00,998,1.85,100.00,627,0.31,100.00,1018,1.59,100.00,627,0.84,100.00,786,1.50,100.00,2024,2,20,22,23,4,,,,,12.58,
22385.27,736,0.44,100.00,999,1.86,100.00,627,0.31,100.00,1018,1.59,100.00,626,0.84,100.00,786,1.50,100.00,2024,2,20,22,23,9,,,,,12.52,
22390.27,737,0.42,100.00,1000,1.84,100.00,626,0.30,100.00,1018,1.60,100.00,626,0.85,100.00,786,1.50,100.00,2024,2,20,22,23,14,,,,,12.33,
22395.27,737,0.42,100.00,1000,1.86,100.00,627,0.29,100.00,1018,1.60,100.00,626,0.84,100.00,786,1.50,100.00,2024,2,20,22,23,19,,,,,12.57,
22400.27,737,0.40,100.00,1000,1.85,100.00,627,0.29,100.00,1018,1.60,100.00,627,0.86,100.00,786,1.48,100.00,2024,2,20,22,23,24,,,,,12.31,
22405.27,737,0.42,100.00,1000,1.85,100.00,627,0.32,100.00,1018,1.60,100.00,627,0.83,100.00,787,1.50,100.00,2024,2,20,22,23,29,,,,,12.52,
22410.27,736,0.42,100.00,999,1.85,100.00,627,0.28,100.00,1017,1.59,100.00,628,0.86,100.00,787,1.50,100.00,2024,2,20,22,23,34,,,,,12.48,
22415.27,737,0.41,100.00,998,1.87,100.00,627,0.29,100.00,1018,1.58,100.00,629,0.84,100.00,788,1.51,100.00,2024,2,20,22,23,39,,,,,12.31,
22420.27,737,0.41,100.00,999,1.85,100.00,628,0.31,100.00,1017,1.59,100.00,629,0.83,100.00,787,1.50,100.00,2024,2,20,22,23,44,,,,,12.23,
22425.27,736,0.43,100.00,999,1.86,100.00,628,0.30,100.00,1018,1.61,100.00,629,0.84,100.00,787,1.53,100.00,2024,2,20,22,23,49,,,,,12.23,
22430.27,737,0.42,100.00,999,1.84,100.00,628,0.30,100.00,1017,1.60,100.00,629,0.86,100.00,788,1.50,100.00,2024,2,20,22,23,54,,,,,12.33,
22435.27,737,0.42,100.00,999,1.85,100.00,627,0.29,100.00,1018,1.57,100.00,628,0.87,100.00,788,1.51,100.00,2024,2,20,22,23,59,,,,,12.36,
22440.27,737,0.41,100.00,999,1.84,100.00,628,0.30,100.00,1019,1.61,100.00,629,0.84,100.00,788,1.50,100.00,2024,2,20,22,24,4,,,,,12.56,
22445.27,737,0.43,100.00,999,1.85,100.00,628,0.30,100.00,1018,1.60,100.00,630,0.87,100.00,787,1.50,100.00,2024,2,20,22,24,9,,,,,12.12,
22450.27,737,0.42,100.00,999,1.84,100.00,628,0.29,100.00,1018,1.61,100.00,629,0.85,100.00,787,1.50,100.00,2024,2,20,22,24,14,,,,,12.58,
22455.27,737,0.41,100.00,999,1.85,100.00,628,0.30,100.00,1016,1.60,100.00,629,0.86,100.00,787,1.52,100.00,2024,2,20,22,24,19,,,,,12.27,
22460.27,737,0.45,100.00,998,1.83,100.00,628,0.32,100.00,1017,1.57,100.00,629,0.84,100.00,787,1.52,100.00,2024,2,20,22,24,24,,,,,12.30,
22465.27,738,0.43,100.00,998,1.85,100.00,628,0.29,100.00,1018,1.59,100.00,629,0.86,100.00,787,1.52,100.00,2024,2,20,22,24,29,,,,,12.41,
22470.27,738,0.41,100.00,997,1.86,100.00,628,0.31,100.00,1016,1.59,100.00,629,0.87,100.00,787,1.49,100.00,2024,2,20,22,24,34,,,,,12.51,
22475.27,738,0.42,100.00,997,1.85,100.00,628,0.30,100.00,1016,1.58,100.00,629,0.85,100.00,787,1.51,100.00,2024,2,20,22,24,39,,,,,12.17,
22480.27,738,0.41,100.00,997,1.84,100.00,628,0.30,100.00,1016,1.60,100.00,629,0.84,100.00,787,1.51,100.00,2024,2,20,22,24,44,,,,,12.35,
22485.27,738,0.42,100.00,996,1.86,100.00,629,0.29,100.00,1016,1.59,100.00,629,0.87,100.00,788,1.49,100.00,2024,2,20,22,24,49,,,,,12.23,
22490.27,738,0.41,100.00,997,1.85,100.00,629,0.29,100.00,1015,1.58,100.00,629,0.83,100.00,788,1.51,100.00,2024,2,20,22,24,54,,,,,12.26,
22495.27,738,0.41,100.00,996,1.83,100.00,629,0.30,100.00,1015,1.59,100.00,629,0.86,100.00,788,1.51,100.00,2024,2,20,22,24,59,,,,,12.54,
22500.27,738,0.41,100.00,996,1.86,100.00,628,0.29,100.00,1016,1.60,100.00,629,0.86,100.00,788,1.48,100.00,2024,2,20,22,25,4,,,,,12.47,
22505.27,738,0.42,100.00,997,1.85,100.00,629,0.28,100.00,1016,1.60,100.00,629,0.85,100.00,788,1.50,100.00,2024,2,20,22,25,9,,,,,12.16,
22510.27,737,0.44,100.00,997,1.88,100.00,628,0.30,100.00,1016,1.60,100.00,629,0.87,100.00,789,1.50,100.00,2024,2,20,22,25,14,,,,,12.25,
22515.27,737,0.42,100.00,996,1.84,100.00,628,0.30,100.00,1015,1.59,100.00,629,0.85,100.00,789,1.50,100.00,2024,2,20,22,25,19,,,,,12.46,
22520.27,737,0.41,100.00,997,1.86,100.00,628,0.28,100.00,1017,1.61,100.00,628,0.88,100.00,788,1.51,100.00,2024,2,20,22,25,24,,,,,12.14,
22525.27,737,0.41,100.00,997,1.85,100.00,627,0.29,100.00,1017,1.58,100.00,629,0.85,100.00,788,1.51,100.00,2024,2,20,22,25,29,,,,,12.21,
22530.27,738,0.44,100.00,997,1.86,100.00,627,0.29,100.00,1017,1.61,100.00,629,0.86,100.00,788,1.50,100.00,2024,2,20,22,25,34,,,,,12.22,
22535.27,739,0.42,100.00,997,1.83,100.00,628,0.31,100.00,1018,1.60,100.00,630,0.85,100.00,788,1.51,100.00,2024,2,20,22,25,39,,,,,12.52,
22540.27,738,0.40,100.00,997,1.87,100.00,628,0.29,100.00,1017,1.59,100.00,630,0.85,100.00,788,1.50,100.00,2024,2,20,22,25,44,,,,,12.55,
22545.27,740,0.42,100.00,997,1.85,100.00,628,0.31,100.00,1016,1.60,100.00,629,0.87,100.00,788,1.49,100.00,2024,2,20,22,25,49,,,,,12.25,
22550.27,740,0.42,100.00,996,1.83,100.00,628,0.31,100.00,1016,1.59,100.00,628,0.87,100.00,788,1.52,100.00,2024,2,20,22,25,54,,,,,12.43,
22555.27,739,0.40,100.00,997,1.86,100.00,627,0.30,100.00,1017,1.57,100.00,628,0.85,100.00,788,1.50,100.00,2024,2,20,22,25,59,,,,,12.52,
22560.27,739,0.43,100.00,997,1.83,100.00,628,0.30,100.00,1017,1.59,100.00,628,0.87,100.00,788,1.50,100.00,2024,2,20,22,26,4,,,,,12.22,
22565.27,739,0.43,100.00,996,1.85,100.00,628,0.30,100.00,1017,1.58,100.00,629,0.86,100.00,789,1.52,100.00,2024,2,20,22,26,9,,,,,12.20,
22570.27,740,0.42,100.00,997,1.85,100.00,628,0.28,100.00,1018,1.59,100.00,629,0.86,100.00,789,1.52,100.00,2024,2,20,22,26,14,,,,,12.33,
22575.27,739,0.41,100.00,996,1.86,100.00,629,0.30,100.00,1017,1.60,100.00,629,0.85,100.00,789,1.49,100.00,2024,2,20,22,26,19,,,,,12.54,
22580.27,739,0.43,100.00,997,1.85,100.00,629,0.29,100.00,1017,1.60,100.00,630,0.84,100.00,788,1.50,100.00,2024,2,20,22,26,24,,,,,12.32,
22585.27,739,0.42,100.00,996,1.84,100.00,629,0.33,100.00,1018,1.59,100.00,629,0.85,100.00,789,1.51,100.00,2024,2,20,22,26,29,,,,,12.34,
22590.27,739,0.42,100.00,995,1.85,100.00,628,0.29,100.00,1018,1.58,100.00,629,0.85,100.00,788,1.51,100.00,2024,2,20,22,26,34,,,,,12.25,
22595.27,738,0.42,100.00,995,1.83,100.00,628,0.30,100.00,1018,1.59,100.00,629,0.86,100.00,789,1.51,100.00,2024,2,20,22,26,39,,,,,12.60,
22600.27,738,0.42,100.00,995,1.86,100.00,629,0.29,100.00,1016,1.60,100.00,630,0.86,100.00,790,1.50,100.00,2024,2,20,22,26,44,,,,,12.48,
